"gene_symbol","P1_deduped.bam","P2_deduped.bam","P3_deduped.bam","P4_deduped.bam","P5_deduped.bam","P6_deduped.bam","P7_deduped.bam","P8_deduped.bam","P9_deduped.bam","P10_deduped.bam","P11_deduped.bam","P12_deduped.bam","P13_deduped.bam","P14_deduped.bam","P15_deduped.bam","P16_deduped.bam","P17_deduped.bam","P19_deduped.bam","P20_deduped.bam","P21_deduped.bam","P22_deduped.bam","P23_deduped.bam","P24_deduped.bam","P25_deduped.bam","P26_deduped.bam","P27_deduped.bam","P28_deduped.bam","P29_deduped.bam","P30_deduped.bam","P31_deduped.bam","P32_deduped.bam","P33_deduped.bam"
"FTCD",264,0,1,0,0,0,0,2,0,1,0,382,1,2,6,11,1,0,826,221,2,0,0,0,0,0,0,0,11,0,247,2
"FTH1",1045,2399,660,1053,1238,1682,937,657,1,1,1,1368,2516,1,2264,1830,3,389,2866,2048,1669,0,0,0,2,576,0,316,320,0,706,2305
"FTL",1887,2464,731,1926,753,1306,470,840,0,1,1,2575,2294,1,3559,1107,3,437,6038,3195,3406,0,0,0,2,210,1,136,592,0,1515,3719
"FTO",2,60,17,11,42,27,7,29,0,0,0,0,54,0,16,56,0,14,32,46,14,0,0,0,0,11,0,4,11,0,17,7
"FTSJ1",7,110,38,38,54,51,36,35,0,0,0,15,98,0,109,110,0,18,106,152,43,0,0,0,0,20,1,14,16,0,32,26
"FTSJ3",28,123,54,38,55,76,22,37,30,22,31,50,139,16,92,118,75,31,152,262,52,2,13,20,11,28,10,22,21,12,61,22
"FUBP1",28,210,208,105,224,127,67,68,0,1,3,43,171,2,215,305,5,64,202,231,129,0,0,5,1,70,1,15,26,0,104,69
"FUBP3",33,186,151,104,102,133,61,85,7,1,7,42,272,0,196,189,7,61,234,325,100,1,2,2,1,36,0,26,40,2,135,50
"FUCA1",18,89,39,87,22,67,13,31,0,0,0,39,96,0,240,59,0,19,52,74,51,0,0,0,0,12,0,2,16,0,29,26
"FUCA2",9,316,47,50,81,94,13,70,1,0,4,23,211,0,176,111,3,36,163,159,58,0,1,2,0,19,0,1,13,0,77,36
"FUK",9,54,80,49,47,68,11,41,17,10,14,5,89,2,103,60,38,24,129,122,54,1,9,4,4,19,5,6,22,7,57,15
"FUNDC1",4,32,33,27,80,20,21,10,0,0,0,11,15,0,59,77,0,9,11,27,15,0,0,0,0,30,0,4,3,0,6,18
"FUNDC2",6,59,34,20,103,42,146,38,3,0,0,20,64,0,54,191,0,20,67,84,69,0,0,0,0,34,0,99,6,0,48,31
"FUOM",51,75,59,45,34,67,3,21,6,0,5,55,70,2,122,48,6,15,237,126,30,0,0,3,1,9,0,2,25,2,47,11
"FURIN",508,426,155,220,322,368,74,93,2,0,6,791,604,1,486,795,9,95,781,493,372,0,0,0,0,111,1,52,133,0,236,441
"FUS",57,219,396,199,224,262,78,176,0,0,0,70,243,0,313,355,0,96,358,697,225,0,0,0,0,59,0,35,54,0,160,153
"FUT1",7,29,6,4,16,43,12,13,0,0,0,12,54,0,16,25,1,25,10,88,16,0,0,0,0,10,0,6,10,0,12,8
"FUT10",3,86,11,8,32,27,17,29,0,0,0,2,49,0,22,41,0,20,34,43,17,0,0,0,0,7,0,3,11,0,21,10
"FUT11",13,146,70,41,94,67,35,48,1,0,1,11,102,0,104,123,2,31,55,115,74,0,0,0,0,36,0,8,31,0,38,38
"FUT2",0,0,6,29,5,101,6,3,1,1,6,0,4,3,216,6,4,1,19,65,2,0,2,2,4,0,4,1,1,0,33,3
"FUT2A",1,12,5,9,7,16,4,7,0,12,2,5,17,11,36,24,2,3,14,33,17,0,1,24,13,12,5,2,4,0,16,4
"FUT4",1,57,32,68,39,49,11,16,0,0,0,3,60,0,220,44,0,13,38,77,39,0,0,0,0,7,0,3,22,0,15,17
"FUT7",0,1,12,7,0,3,0,1,1,0,0,1,3,2,3,0,4,0,1,1,10,0,0,0,0,0,0,0,0,1,0,6
"FUT8",24,83,130,64,47,92,21,27,0,0,5,19,83,1,158,57,3,16,28,54,96,0,1,1,4,17,0,7,16,0,19,48
"FUZ",1,11,10,9,22,3,10,7,7,6,4,7,7,8,9,41,12,2,30,14,6,0,1,5,3,12,2,11,3,5,20,6
"FXN",3,10,22,15,34,7,17,3,0,0,0,13,10,0,17,38,0,2,8,17,5,0,0,0,0,17,0,6,2,0,2,1
"FXR1",41,185,113,36,378,68,595,135,6,1,0,61,131,0,79,537,4,60,83,88,52,0,1,1,1,130,1,277,21,1,32,40
"FXR2",12,168,55,52,570,77,369,107,0,1,2,29,197,0,113,971,0,41,151,185,59,0,0,2,1,265,0,321,36,0,89,33
"FXYD2",0,0,3,2,2,20,0,0,0,1,0,0,1,0,5,6,4,1,780,119,4,0,0,0,0,0,0,0,8,0,332,2
"FXYD3",0,0,1,2,1,37,0,0,0,0,0,0,0,0,10,0,0,18,0,67,0,0,0,0,0,0,0,0,0,0,0,1
"FXYD4",0,0,0,0,0,2,0,0,3,5,4,0,0,0,0,0,16,0,12,121,0,1,0,2,5,0,1,0,0,2,69,0
"FXYD5",4,92,45,19,13,27,4,11,0,0,0,0,102,0,29,17,0,7,10,52,41,0,0,0,0,2,0,0,18,0,5,26
"FXYD6",3,129,22,19,63,106,14,39,1,0,0,5,151,0,57,117,0,20,7,95,84,0,0,0,0,22,1,4,18,0,27,114
"FXYD7",13,53,8,7,172,13,103,30,1,0,0,10,58,0,12,247,1,13,3,40,1,0,0,1,1,68,1,34,15,0,4,0
"FYB",2,24,75,50,4,57,1,2,25,1,0,2,17,0,53,6,0,3,17,31,196,0,0,0,0,3,0,1,4,12,5,129
"FYCO1",32,426,295,197,579,350,852,383,0,0,6,84,475,13,414,1557,23,173,339,621,267,0,0,5,5,328,7,488,96,1,158,140
"FYN",9,233,146,84,61,74,23,71,0,0,0,14,251,0,123,122,0,76,25,118,119,0,0,0,0,28,0,7,39,0,12,59
"FYTTD1",21,125,79,49,124,76,124,29,0,0,0,42,75,0,134,228,0,37,91,113,75,0,0,0,0,66,0,40,15,0,45,46
"FZD1",4,140,63,50,51,122,43,74,9,9,5,4,157,0,151,65,18,45,153,201,24,0,5,1,4,7,3,11,43,5,61,16
"FZD2",0,9,1,1,3,9,2,3,1,0,0,0,6,0,2,5,0,2,10,11,1,0,0,0,0,2,1,2,2,0,11,0
"FZD3",0,13,6,11,2,11,3,3,0,0,0,1,7,0,17,11,0,3,21,14,10,0,0,0,0,2,0,0,4,0,15,3
"FZD4",63,1364,69,56,232,399,95,300,1,1,2,63,1317,0,116,450,1,91,190,796,112,0,1,0,1,82,0,26,257,0,180,72
"FZD5",38,34,35,150,158,170,7,12,1,0,0,97,17,2,532,416,2,12,143,64,75,0,0,0,1,55,1,1,6,0,45,47
"FZD6",9,38,10,12,10,44,12,6,0,0,0,16,32,0,59,27,0,17,176,101,41,0,0,0,0,9,0,5,3,0,74,12
"FZD7",3,72,28,17,105,34,28,75,1,5,0,1,78,0,46,213,2,15,43,99,9,0,0,1,3,24,0,23,29,0,17,4
"FZD8",9,30,23,21,26,75,7,12,12,0,18,14,34,3,56,41,31,7,92,61,47,0,2,1,8,10,11,1,9,4,32,18
"FZD9",0,0,0,0,2,49,1,1,48,17,46,0,2,11,0,6,97,0,1,0,0,1,19,17,15,1,50,0,3,11,3,1
"FZR1",4,158,122,70,94,104,45,61,0,1,3,11,189,1,166,179,13,54,160,167,64,0,0,0,0,45,1,14,41,0,72,46
"G0S2",130,32,23,13,16,58,3,24,0,0,0,360,17,0,34,26,1,3,31,52,39,0,0,0,0,4,0,1,6,0,8,57
"G2E3",5,29,43,11,19,18,8,5,0,0,0,6,11,0,30,23,0,10,12,16,21,0,0,0,0,4,0,2,3,0,8,10
"G3BP1",112,393,225,134,301,213,109,76,1,0,0,155,209,0,362,500,1,99,221,359,194,0,0,2,0,91,1,59,59,0,102,112
"G3BP2",25,289,232,150,265,171,189,81,0,0,0,51,235,0,300,455,1,42,176,216,123,0,0,0,0,73,1,85,39,0,96,85
"G6PC",37,0,1,0,1,0,0,1,3,0,0,130,0,0,10,3,1,0,1443,274,1,0,0,1,0,0,0,0,2,0,337,1
"G6PC3",5,65,28,25,11,13,6,25,0,0,1,2,74,0,64,40,1,6,19,72,37,0,2,0,0,3,1,3,17,0,22,21
"G6PD",9,151,42,65,37,83,14,48,18,3,5,13,189,0,201,51,3,17,90,184,95,2,3,1,0,19,1,4,74,3,57,81
"GAA",56,162,57,53,128,93,40,137,0,1,3,117,246,0,136,229,5,79,128,121,81,1,0,0,1,78,2,26,79,1,45,74
"GAB1",13,172,29,64,218,95,37,46,4,4,5,9,202,2,146,346,24,87,289,152,19,0,5,4,4,95,4,16,62,3,108,14
"GAB2",11,255,82,74,209,269,84,71,0,1,0,28,376,0,168,319,0,28,66,183,185,0,0,0,0,59,0,19,67,0,78,131
"GAB3",5,17,23,19,18,52,5,12,0,1,4,3,22,1,50,21,1,6,15,30,54,0,0,3,1,5,1,3,8,0,8,31
"GABARAP",67,255,97,87,179,144,95,85,0,0,0,88,221,0,291,386,0,50,238,225,104,0,0,0,0,93,0,55,47,0,108,126
"GABARAPL1",131,489,54,68,686,139,76,156,2,0,0,183,646,0,178,1671,0,55,820,625,74,1,0,0,0,391,0,18,93,1,364,71
"GABARAPL2",12,75,30,18,124,37,31,7,0,0,2,15,30,0,56,119,2,10,28,54,36,0,0,0,0,24,0,9,8,0,22,58
"GABBR1",15,252,70,87,79,161,51,98,0,0,0,11,396,1,184,186,1,80,101,354,177,0,0,0,0,31,2,16,72,1,95,72
"GABPA",11,100,96,29,56,49,46,22,33,7,29,20,60,7,57,72,49,33,30,47,54,4,4,5,6,17,14,14,15,9,17,44
"GABPB1",2,33,36,17,27,28,6,6,11,0,18,9,21,2,23,31,34,6,21,30,16,1,6,3,6,5,5,1,5,4,13,14
"GABPB2",5,73,68,29,36,42,15,21,3,2,4,10,64,2,67,42,9,20,25,63,52,0,2,2,2,12,0,5,8,0,8,18
"GABRA4",0,0,1,2,29,3,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"GABRB1",0,0,0,1,23,3,0,0,0,0,3,0,0,0,0,48,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0
"GABRE",0,95,3,0,0,0,0,15,0,0,0,0,109,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,7,0,0,0
"GADD45A",168,334,181,106,132,115,118,75,6,1,0,266,294,2,350,178,0,33,1455,607,233,1,1,2,0,40,1,104,62,2,275,289
"GADD45B",346,254,117,59,153,171,31,67,4,0,2,284,166,0,182,197,3,57,869,562,94,0,0,0,0,31,1,12,30,0,165,74
"GADD45G",212,155,101,68,224,110,236,112,2,0,0,240,194,0,155,219,0,40,828,470,27,0,0,0,2,72,0,115,71,0,218,34
"GADD45GIP1",6,17,23,29,55,21,44,17,4,4,1,17,41,0,54,116,5,15,73,44,18,0,1,1,2,25,0,30,14,1,25,16
"GADL1",0,0,0,0,6,2,311,151,0,1,0,0,0,0,0,3,1,5,2,1,1,0,0,0,0,1,0,412,1,0,3,2
"GAK",39,199,171,141,67,166,40,97,0,0,0,39,238,0,288,125,0,79,264,369,158,0,0,0,0,32,1,17,87,1,154,80
"GAL3ST1",5,1,6,11,7,4,0,0,0,0,0,9,1,0,60,3,3,1,4,15,0,1,0,2,2,0,1,0,1,1,9,1
"GAL3ST2",1,2,2,17,3,6,1,1,0,0,5,1,6,3,38,5,3,1,1,6,1,0,0,0,0,0,0,1,2,0,6,5
"GAL3ST3",0,1,9,0,0,1,0,0,0,0,2,0,0,0,1,0,13,0,8,5,5,0,0,0,0,0,0,0,0,0,12,2
"GAL3ST4",0,5,3,1,5,6,4,6,11,9,43,0,3,2,0,6,38,1,0,11,3,2,3,3,13,0,13,1,3,6,2,2
"GALC",11,20,15,22,36,19,6,7,0,0,0,3,13,0,33,28,0,3,41,28,17,0,0,0,0,6,0,4,2,0,35,17
"GALE",14,25,16,77,11,17,7,6,4,4,5,44,32,1,184,18,5,9,110,127,16,1,2,2,3,2,0,3,9,4,24,3
"GALK1",16,35,15,16,12,22,7,19,0,1,0,32,59,0,38,40,0,4,49,56,32,0,0,0,0,16,0,6,15,0,13,27
"GALK2",7,98,55,23,27,47,10,24,3,1,3,15,61,0,81,33,3,18,89,77,20,0,1,0,0,8,0,4,17,1,33,7
"GALM",96,84,22,45,57,47,23,27,2,1,4,100,74,0,96,94,1,17,418,140,95,0,1,0,0,11,0,7,12,1,86,53
"GALNS",10,112,49,67,36,88,21,75,0,2,1,11,187,1,124,82,6,45,122,282,50,0,0,1,2,15,1,7,53,0,55,53
"GALNT1",31,290,106,70,78,121,83,57,0,0,0,67,275,0,335,104,0,72,101,211,113,0,0,0,0,19,0,18,44,0,42,64
"GALNT10",2,130,41,54,66,135,28,41,0,1,0,3,107,0,122,147,0,24,92,132,50,0,0,0,0,31,0,13,34,0,87,47
"GALNT11",25,184,60,54,243,154,140,70,2,2,5,27,176,1,120,407,7,33,762,292,90,0,0,0,2,92,0,76,36,0,183,46
"GALNT12",0,2,12,149,8,10,2,5,0,0,0,0,7,0,455,3,0,1,38,81,0,0,0,0,0,2,0,0,2,0,9,2
"GALNT15",0,772,2,7,52,34,59,419,0,1,0,0,1007,0,5,139,0,143,13,116,4,0,0,0,0,30,0,15,190,0,14,1
"GALNT16",0,363,4,4,8,1,17,79,0,0,1,1,305,0,10,15,0,42,3,157,8,0,0,1,0,5,0,8,124,0,6,1
"GALNT17",0,38,1,0,4,19,59,14,0,0,0,0,57,0,1,9,0,29,9,20,1,0,0,0,0,2,0,31,11,0,2,2
"GALNT18",0,17,32,44,48,131,22,8,0,0,0,3,13,0,106,92,0,37,56,110,13,0,0,0,0,14,0,3,7,0,48,7
"GALNT2",68,326,170,120,164,138,63,106,0,0,0,151,335,0,302,294,1,56,239,384,122,0,0,0,0,76,0,22,85,0,135,69
"GALNT3",0,0,5,35,4,18,1,0,11,3,10,0,2,2,162,2,4,4,19,40,6,4,6,6,10,0,8,0,1,4,10,2
"GALNT4",2,27,33,38,11,32,4,15,0,0,1,4,25,0,83,15,0,9,13,69,10,0,0,0,0,5,0,2,8,0,11,8
"GALNT5",0,13,2,11,3,12,3,7,0,0,0,0,12,0,40,6,1,9,1,2,0,0,0,0,0,1,0,1,2,0,2,0
"GALNT6",4,15,67,53,2,40,4,1,0,0,0,3,29,0,81,8,1,43,7,25,51,0,0,0,0,2,0,0,6,0,17,58
"GALNT7",4,60,108,130,93,84,8,13,0,0,1,10,55,1,360,105,2,8,55,151,33,0,0,1,1,36,0,0,11,0,49,21
"GALNT8",0,0,1,22,2,0,0,1,0,0,0,0,0,0,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALNTL5",7,64,27,5,12,13,1,11,0,0,0,2,54,0,20,23,0,2,25,26,20,0,0,0,0,3,0,1,23,0,16,14
"GALP",14,0,1,0,0,10,1,0,0,0,0,48,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0
"GALR1",3,16,21,4,10,0,4,4,0,1,0,7,31,0,4,15,0,3,3,61,1,0,0,0,0,2,0,0,3,0,25,0
"GALT",5,44,19,15,20,18,5,10,0,0,0,19,39,0,22,53,0,23,41,50,44,0,0,0,0,12,0,3,9,0,30,24
"GAMT",264,19,5,14,20,22,135,43,5,0,2,408,17,2,22,32,7,6,48,34,10,0,0,1,2,14,2,68,7,4,25,5
"GAN",32,340,177,116,122,159,37,86,1,0,1,19,245,0,215,143,0,389,182,317,51,0,0,3,1,30,1,9,102,0,58,48
"GANAB",83,433,246,224,173,248,73,124,0,0,1,130,416,0,477,339,0,98,509,699,275,0,0,1,0,81,0,25,106,0,279,153
"GANC",6,33,21,12,93,23,117,30,0,1,0,8,52,1,30,160,1,12,45,25,11,0,0,0,0,44,0,57,8,0,32,7
"GAPDH",257,1557,1070,1183,7512,444,11469,4417,2,1,9,417,1253,1,1983,10081,8,399,1211,1485,412,1,1,1,3,3442,2,7081,424,0,737,374
"GAPDHS",0,0,0,0,0,1,0,0,22,13,20,0,0,9,0,0,35,3,0,0,0,0,4,8,11,0,10,0,3,9,0,0
"GAPVD1",47,345,275,84,251,247,125,109,1,1,0,68,305,0,234,413,0,98,389,384,176,0,0,0,0,68,0,54,42,0,156,116
"GAR1",8,21,18,9,11,13,5,5,0,0,0,15,12,0,22,14,0,8,15,37,10,0,0,0,0,5,0,2,9,0,8,8
"GAREM1",31,94,33,78,119,116,51,29,8,1,0,16,100,0,170,263,0,50,144,117,14,0,0,0,0,40,0,9,31,2,59,13
"GAREM2",4,7,12,5,5,6,3,4,3,8,2,16,11,0,2,3,8,2,2,8,1,0,0,0,2,2,2,7,2,0,8,4
"GARNL3",16,3,10,26,6,4,0,2,0,0,0,26,5,0,36,1,0,0,19,29,6,0,0,1,0,0,0,0,1,0,7,3
"GARS",18,168,46,45,75,124,50,32,0,0,0,32,101,1,102,107,1,31,71,116,61,0,0,0,0,28,0,33,24,0,34,33
"GART",30,97,79,34,49,34,12,21,0,0,0,77,70,0,98,59,0,17,64,98,44,0,0,0,0,17,0,1,10,0,32,33
"GAS1",11,166,17,7,114,32,40,262,2,0,6,26,197,0,43,276,4,239,69,266,42,1,3,0,1,57,1,17,105,0,18,25
"GAS2",30,0,9,1,5,4,6,2,31,9,10,64,2,5,3,2,21,2,4,33,3,2,0,2,13,1,7,1,0,10,1,2
"GAS2L1",5,166,13,16,11,28,2,25,0,0,1,13,169,0,99,27,0,26,97,92,18,0,0,0,0,3,0,0,40,0,20,12
"GAS2L2",0,10,1,0,3,13,0,3,151,28,21,0,25,9,1,9,45,3,146,30,1,9,6,17,7,4,13,0,2,91,16,0
"GAS2L3",0,21,5,10,12,1,0,1,0,0,0,1,11,0,33,5,0,3,1,5,3,0,0,0,0,1,0,1,1,0,5,3
"GAS6",3,325,38,37,627,280,30,224,2,2,1,1,400,2,98,879,3,184,141,348,24,0,0,2,2,240,1,8,127,0,141,8
"GAS7",7,561,102,82,97,311,46,263,0,2,5,6,799,0,223,241,8,214,75,296,137,0,1,0,0,33,3,15,223,1,60,77
"GAS8",5,72,33,45,44,95,21,84,82,11,5,9,125,6,60,54,18,47,128,161,41,34,1,4,16,20,3,6,42,19,71,20
"GATA1",0,0,2,1,0,0,0,0,0,1,14,0,0,1,2,0,12,0,0,1,1,0,1,3,4,0,3,0,0,3,0,4
"GATA2",2,30,5,6,23,83,15,19,50,120,12,1,31,9,12,63,187,13,39,119,4,0,4,5,15,20,59,2,11,22,36,1
"GATA3",4,7,14,9,16,65,10,17,0,0,0,2,16,0,18,30,0,204,55,273,16,0,0,0,0,7,0,2,36,0,87,9
"GATA4",26,0,4,8,183,0,0,0,1,0,0,21,0,0,3,374,2,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0
"GATA5",0,0,6,0,5,31,0,1,0,0,0,0,0,1,0,1,1,2,2,13,3,0,0,0,0,0,0,0,0,0,5,0
"GATA6",37,13,30,90,669,158,9,29,0,0,0,44,16,0,190,657,2,5,40,87,27,0,0,0,1,255,1,2,7,0,19,18
"GATAD1",4,69,30,21,39,24,7,11,0,0,0,7,45,0,48,44,0,13,29,40,29,0,0,0,0,7,0,1,12,0,20,14
"GATAD2A",19,181,107,98,92,140,60,60,0,0,0,33,180,0,208,165,0,48,232,313,105,0,0,0,0,41,0,31,34,0,81,81
"GATAD2B",17,172,127,74,135,113,47,58,0,0,0,23,193,0,91,189,0,62,173,174,103,0,0,0,0,40,0,14,34,0,92,63
"GATB",2,40,18,21,83,27,37,19,10,12,0,10,52,2,26,148,12,13,250,81,13,0,0,0,6,47,2,10,13,0,81,13
"GATC",13,47,21,15,48,37,27,22,70,16,30,9,61,16,47,79,54,10,56,53,22,9,4,15,13,18,5,10,7,16,16,14
"GATD1",40,316,83,87,77,111,61,105,6,5,9,58,450,5,263,174,21,64,220,282,92,2,3,5,3,42,7,39,158,4,69,74
"GATM",429,65,24,12,8,27,11,24,0,0,0,409,70,0,46,35,0,22,1014,171,22,0,0,0,0,4,0,3,11,0,176,29
"GBA",14,245,55,47,44,106,32,97,20,5,5,26,285,5,179,109,14,46,105,224,67,0,0,6,2,25,3,13,43,1,42,47
"GBA2",37,164,111,203,240,146,96,72,21,7,27,70,228,8,489,430,39,59,561,413,117,0,8,8,8,65,10,24,48,7,246,72
"GBE1",85,180,32,19,131,62,39,46,5,1,6,87,152,2,81,174,20,24,106,109,17,0,0,2,1,46,2,8,29,0,27,14
"GBF1",30,281,133,115,191,151,228,103,13,12,27,43,273,10,240,364,34,60,308,335,124,3,1,25,13,81,11,72,72,4,151,64
"GBGT1",6,41,37,16,18,22,4,20,0,2,1,12,67,2,37,53,12,20,52,80,40,0,0,0,1,4,0,2,17,0,31,10
"GBP1",61,191,314,1517,285,271,62,36,125,12,19,136,168,8,2578,345,29,10,95,569,420,2,0,11,4,96,6,8,20,19,69,346
"GBP2",6,24,56,216,38,33,12,11,4,0,0,15,29,0,255,59,0,7,105,94,40,0,0,0,0,18,0,0,2,0,43,16
"GC",1284,0,0,1,5,0,0,4,0,0,0,1096,0,0,1,52,0,0,3,7,0,0,0,0,0,0,0,0,0,0,6,0
"GCA",20,5,37,14,1,17,3,1,0,0,0,68,3,0,43,5,0,2,6,3,18,0,0,0,0,2,0,0,0,0,4,8
"GCAT",44,2,2,4,23,5,6,7,1,0,0,107,10,0,29,29,0,1,61,28,5,0,0,0,0,7,0,4,0,0,29,4
"GCC1",14,114,56,49,31,84,17,26,0,0,0,28,102,0,105,56,0,25,151,142,59,0,0,0,0,18,0,8,21,0,49,24
"GCC2",39,177,123,121,50,106,22,41,0,0,0,61,166,0,382,56,0,57,200,168,96,0,0,0,0,14,0,9,25,0,73,43
"GCDH",64,87,94,61,166,52,28,60,0,0,2,94,90,1,73,239,1,18,252,125,45,0,0,1,1,61,1,11,18,0,144,24
"GCFC2",3,16,14,11,8,14,7,5,1,1,3,2,17,0,20,18,5,9,8,16,18,1,0,1,1,4,1,3,1,0,5,7
"GCG",0,0,12,21,5,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCGR",349,0,0,0,4,48,4,0,6,3,15,271,0,0,1,16,24,0,75,47,1,1,2,3,0,1,6,0,2,1,166,0
"GCH1",22,18,21,18,18,14,3,7,1,0,1,35,29,0,38,28,1,2,34,31,18,0,0,0,1,6,0,2,2,0,7,7
"GCHFR",11,20,17,33,20,10,10,6,0,3,0,27,20,0,66,45,5,3,28,35,8,0,0,1,0,13,2,5,6,0,10,5
"GCK",39,9,1,12,5,28,0,4,1,0,0,54,11,0,42,16,2,0,6,33,3,0,0,0,0,1,1,0,2,0,5,1
"GCKR",93,9,6,1,4,4,3,6,4,3,3,159,7,0,0,23,5,0,25,2,5,3,0,1,3,4,1,0,4,0,3,0
"GCLC",48,89,39,86,17,94,14,12,2,0,0,49,47,0,328,57,0,13,151,137,48,0,0,0,0,12,0,11,22,0,31,46
"GCLM",21,164,26,55,40,30,102,39,0,1,0,49,127,0,198,179,0,14,182,167,47,0,0,1,0,33,0,64,16,0,50,57
"GCN1",63,466,349,245,689,284,153,201,0,0,0,127,439,0,470,1021,1,136,541,665,267,0,0,0,0,185,1,79,131,1,246,146
"GCNT1",3,15,57,53,13,34,8,6,0,2,2,3,15,1,111,12,5,11,4,18,38,0,1,15,10,2,0,1,3,0,12,13
"GCNT3",0,3,10,142,6,1,0,2,1,0,1,0,5,0,616,6,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0
"GCNT4",9,17,16,6,5,6,1,3,0,0,0,10,12,0,18,4,0,3,11,32,32,0,0,0,0,0,0,0,2,0,17,16
"GCNT7",0,0,0,0,0,0,0,0,8,4,10,0,0,7,0,0,21,0,0,1,0,1,5,8,6,0,9,0,0,6,0,0
"GCSAM",0,0,164,19,1,1,0,3,0,0,0,0,2,0,34,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"GCSH",11,14,5,13,45,9,16,5,2,0,0,13,24,0,25,46,2,0,16,21,5,0,0,0,0,20,3,4,3,2,14,2
"GDAP2",3,104,39,32,41,59,23,43,0,0,0,8,75,0,50,39,0,36,65,92,50,0,0,0,0,6,0,1,13,0,43,41
"GDE1",12,158,37,34,74,84,70,39,0,0,0,21,179,0,86,184,1,40,123,151,43,0,0,0,0,24,0,17,33,0,74,40
"GDF1",0,4,2,3,2,1,5,2,127,74,88,0,7,35,1,4,172,1,4,6,0,9,18,54,66,0,34,4,4,34,0,1
"GDF11",0,34,2,1,3,3,1,7,0,0,1,0,32,0,7,2,3,2,5,9,8,0,0,1,1,0,1,1,5,0,3,2
"GDF15",11,8,3,0,0,1,0,0,0,0,1,40,3,1,6,2,4,0,71,11,0,0,1,0,1,0,1,0,0,0,8,0
"GDF2",10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"GDF9",5,8,12,11,15,8,10,5,0,0,0,20,7,0,8,23,0,1,21,7,8,0,0,0,0,7,0,11,2,0,7,6
"GDI1",12,197,133,60,91,88,25,45,0,1,1,12,224,0,114,170,0,50,118,206,88,0,0,0,0,32,1,10,59,0,102,43
"GDI2",134,596,412,263,309,234,110,165,6,0,2,227,485,1,542,459,7,135,731,601,275,0,3,5,0,125,3,65,104,0,213,213
"GDNF",0,0,9,5,5,31,13,1,0,0,0,0,0,0,9,4,0,0,10,2,0,0,0,0,1,1,0,3,0,0,0,1
"GDPD1",0,0,11,33,9,1,0,1,0,0,1,0,2,0,157,4,0,3,4,1,6,0,0,0,0,3,0,0,0,0,5,1
"GDPD3",0,48,9,18,5,20,4,8,0,1,0,2,47,1,67,13,0,14,5,45,2,0,0,0,0,3,0,0,15,0,5,1
"GDPD5",1,39,18,41,5,29,8,14,11,10,7,4,62,3,60,8,43,8,11,119,14,1,1,6,11,2,6,2,12,3,7,6
"GDPGP1",1,22,5,9,9,6,0,4,0,0,0,4,4,0,15,10,0,2,12,19,7,0,0,0,0,4,0,4,8,0,2,3
"GEM",2,405,51,34,39,13,3,79,0,0,0,1,403,0,91,45,0,31,147,173,17,0,0,0,0,9,0,5,47,0,11,6
"GEMIN2",11,29,26,8,21,12,21,6,0,0,0,5,13,0,22,31,0,9,21,17,7,0,0,0,0,13,0,10,8,0,6,10
"GEMIN4",11,63,42,16,37,32,14,13,5,5,4,23,89,0,47,87,15,26,61,110,43,1,0,1,3,14,2,7,20,1,28,25
"GEMIN5",58,150,88,41,145,87,34,50,22,9,21,92,122,5,95,194,38,34,149,155,71,3,1,11,9,17,3,15,25,2,56,34
"GEMIN6",9,36,39,17,15,16,10,12,14,1,6,11,21,1,24,31,10,6,9,27,16,1,2,1,0,12,0,10,6,1,6,10
"GEMIN7",6,47,48,29,13,34,15,22,1,2,3,9,65,5,36,23,7,13,15,67,36,0,1,2,2,4,1,5,12,0,16,14
"GEMIN8",2,36,18,11,7,15,2,6,0,0,0,3,36,0,20,16,0,5,22,31,7,0,0,0,0,4,0,1,9,0,11,8
"GET4",18,135,66,63,190,82,138,54,0,0,3,53,121,2,108,311,2,37,234,185,83,0,2,1,2,86,2,79,49,0,80,29
"GFER",5,57,37,26,39,37,17,16,0,0,1,12,54,0,89,31,1,15,84,43,19,0,0,0,0,8,0,10,10,0,16,17
"GFI1",3,5,35,58,3,29,3,4,0,0,5,2,3,1,105,9,1,1,8,13,76,0,0,1,3,0,0,1,0,0,7,50
"GFM1",24,65,60,67,162,48,57,31,1,0,1,55,44,0,118,223,1,23,104,67,28,0,0,0,2,68,0,27,13,0,41,13
"GFM2",8,53,26,17,68,25,22,14,219,21,98,36,30,14,52,93,150,6,68,49,14,3,5,17,12,22,10,11,6,55,18,7
